Order_ID,Delivery_Time,Order_Value,Items_Count,Distance_km,Delivery_Charge,Surge_Pricing,Time_Slot,Warehouse_Location,Rider_Rating,Customer_Rating,Inventory_Issue,Payment_Method,Order_Status
665,-10,1940,11,7,66,2,??,East Hub,5,-2,Yes,Card,Cancelled
666,57,1573,7,4,82,,Evening,Unknown,4,,Unknown,Card,Delivered
667,54,1579,14,1,2,,Morning,,10,3,Unknown,,Unknown
668,49,903,19,3,63,0,Morning,??,4,8,,COD,Unknown
669,15,1437,4,13,39,,Afternoon,West Hub,,5,Yes,Unknown,Cancelled
670,33,1353,6,,58,1,Evening,??,5,1,No,Unknown,Cancelled
671,,642,10,2,61,,Morning,Unknown,2,3,Yes,Card,Cancelled
672,40,763,7,11,131,0,Afternoon,??,10,5,Unknown,Unknown,Cancelled
673,29,1231,13,4,59,2,Late Night,Unknown,2,8,No,Crypto?,Delivered
674,25,681,14,50,115,2,Afternoon,North Hub,-1,3,Yes,Unknown,Delivered
675,120,108,4,3,74,,Afternoon,West Hub,-1,,Yes,UPI,Unknown
676,40,1800,8,-3,121,1,Morning,South Hub,3,5,Yes,Crypto?,Cancelled
677,14,177,5,8,106,0,,South Hub,4,1,Yes,Crypto?,Cancelled
678,41,785,1,5,95,1,,??,10,,,Unknown,Delivered
679,13,770,4,7,90,0,??,North Hub,-1,10,Yes,,Cancelled
680,28,1955,3,8,129,,,West Hub,3,1,Unknown,Card,Unknown
681,39,1188,9,5,61,0,Afternoon,South Hub,5,2,Unknown,COD,Unknown
682,53,1282,8,50,48,0,??,East Hub,10,4,,COD,Cancelled
683,39,575,1,5,136,,Morning,Central Hub,3,2,No,UPI,Unknown
684,52,570,6,4,91,1,Evening,Central Hub,7,-2,No,COD,Unknown
685,40,601,9,2,123,,Afternoon,South Hub,10,10,Unknown,COD,Delivered
686,22,286,7,11,60,0,Afternoon,West Hub,3,10,Unknown,Card,Unknown
687,53,1354,4,13,47,,??,,2,4,,Card,Cancelled
688,43,1432,13,,135,0,Morning,South Hub,7,5,No,,Cancelled
689,36,1274,17,12,57,,Late Night,,-1,4,No,UPI,Unknown
690,28,1831,2,11,100,2,Afternoon,,1,-2,Yes,COD,Cancelled
691,27,1351,5,7,111,2,Late Night,Unknown,3,2,Yes,,Delivered
692,36,1308,12,5,61,,Late Night,Unknown,5,10,Yes,UPI,Unknown
693,41,543,-5,50,38,1,,West Hub,3,2,,Crypto?,Unknown
694,16,53,8,9,57,0,Morning,,1,1,Unknown,COD,Unknown
695,53,715,6,14,98,2,Late Night,East Hub,7,3,,COD,Cancelled
696,59,491,8,12,43,1,Morning,West Hub,7,-2,No,Card,Cancelled
697,17,78,18,6,28,0,,South Hub,10,3,Unknown,Unknown,Unknown
698,27,1182,3,50,58,2,Morning,??,5,-2,Yes,UPI,Cancelled
699,29,659,12,0,70,2,Afternoon,East Hub,5,8,,COD,Cancelled
700,39,1800,3,12,91,,Late Night,North Hub,5,1,,UPI,Unknown
701,45,854,6,12,8,0,Morning,Central Hub,1,5,Yes,,Unknown
702,34,124,2,6,126,1,Evening,South Hub,5,-2,,,Cancelled
703,21,887,12,4,133,1,Morning,South Hub,,3,Yes,Unknown,Unknown
704,53,1219,2,6,144,1,Late Night,South Hub,1,-2,No,COD,Unknown
705,24,177,6,11,143,0,,East Hub,7,5,Unknown,Card,Unknown
706,52,1926,17,1,130,1,,North Hub,1,-2,No,COD,Unknown
707,29,91,3,,20,1,Late Night,??,2,,No,UPI,Cancelled
708,26,1429,2,11,63,1,Afternoon,West Hub,2,-2,Yes,Crypto?,Unknown
709,17,90,,-3,89,,Afternoon,Unknown,5,8,,,Delivered
710,23,983,8,50,35,,,North Hub,7,8,No,UPI,Unknown
711,53,83,12,14,61,0,,East Hub,1,10,No,Unknown,Delivered
712,40,1090,4,-3,75,0,Late Night,South Hub,1,8,No,,Unknown
713,16,1750,5,,12,1,Afternoon,Central Hub,1,-2,,Card,Delivered
714,45,1226,13,,10,,,South Hub,,-2,,,Delivered
715,23,1047,15,4,53,2,Afternoon,West Hub,2,,Yes,Crypto?,Unknown
716,16,1451,16,7,15,2,,,1,8,No,COD,Unknown
717,13,637,10,13,7,1,Morning,Central Hub,,2,Unknown,Crypto?,Unknown
718,11,1672,16,3,103,1,Evening,South Hub,2,-2,,Crypto?,Delivered
719,32,1702,12,0,58,,??,??,,1,Yes,COD,Cancelled
720,18,1947,17,9,56,,Morning,Central Hub,10,1,No,,Cancelled
721,35,391,16,8,39,,??,,2,3,Unknown,Unknown,Unknown
722,56,76,12,13,129,0,,Unknown,-1,,,COD,Cancelled
723,23,1898,8,50,93,0,Evening,North Hub,10,5,Unknown,COD,Cancelled
724,-10,1360,,50,137,1,Evening,East Hub,1,2,,Card,Unknown
725,51,695,3,50,43,0,,Unknown,7,-2,Yes,,Delivered
726,20,780,16,1,138,,,South Hub,,4,Unknown,COD,Unknown
727,57,217,13,8,79,,Afternoon,West Hub,,4,No,Unknown,Cancelled
728,9,659,19,6,80,0,,North Hub,,5,No,UPI,Delivered
729,39,317,8,3,1,2,Late Night,Unknown,,10,,,Cancelled
730,16,1822,5,5,139,1,,South Hub,7,4,No,Card,Delivered
731,29,870,,13,114,2,Late Night,North Hub,3,5,Unknown,Crypto?,Cancelled
732,56,504,8,,89,1,,Unknown,,4,Yes,COD,Unknown
733,25,955,12,14,22,2,Afternoon,West Hub,3,,,Unknown,Cancelled
734,40,1758,1,0,145,0,Late Night,South Hub,7,3,Unknown,,Cancelled
735,57,1474,-5,-3,61,1,Morning,,7,10,,Unknown,Delivered
736,27,971,,11,112,1,Late Night,,10,,Yes,Unknown,Cancelled
737,20,1030,6,3,127,1,Afternoon,West Hub,2,5,,Crypto?,Unknown
738,120,1549,18,10,61,,??,Central Hub,-1,2,No,Card,Unknown
739,43,751,8,10,37,,Late Night,West Hub,5,8,No,,Unknown
740,49,683,7,0,60,2,,Central Hub,-1,2,,COD,Delivered
741,57,1631,1,12,128,0,,South Hub,5,1,Yes,Card,Delivered
742,46,1649,-5,2,148,,??,Unknown,7,8,Yes,COD,Cancelled
743,-10,179,16,9,121,1,Afternoon,Central Hub,-1,5,No,UPI,Cancelled
744,43,1069,12,3,109,,Evening,South Hub,4,1,Yes,Unknown,Cancelled
745,18,1895,6,,12,0,,South Hub,2,4,,UPI,Delivered
746,35,1436,,3,99,,Morning,??,-1,4,Unknown,Unknown,Delivered
747,-10,1778,2,-3,134,1,Afternoon,East Hub,2,8,,Crypto?,Cancelled
748,9,868,14,8,21,2,Late Night,South Hub,3,-2,No,Card,Delivered
749,39,742,4,50,73,1,Late Night,Central Hub,2,2,No,COD,Delivered
750,27,1365,1,8,131,0,Morning,East Hub,3,1,No,Crypto?,Unknown
751,33,1444,18,7,22,2,,East Hub,,2,Yes,COD,Unknown
752,47,843,13,7,118,,Afternoon,South Hub,3,8,,Card,Cancelled
753,15,78,2,3,69,,Morning,West Hub,10,,Unknown,,Cancelled
754,22,198,9,1,83,,,West Hub,,4,,UPI,Unknown
755,51,1852,-5,4,100,2,Afternoon,,7,1,Unknown,UPI,Delivered
756,16,1369,2,5,83,1,Late Night,East Hub,1,1,,COD,Cancelled
757,13,60,9,1,27,2,Afternoon,South Hub,3,5,No,COD,Cancelled
758,14,1585,1,,135,2,??,??,3,1,Unknown,COD,Cancelled
759,-10,725,11,5,0,0,Evening,West Hub,2,8,,Card,Delivered
760,48,1186,3,13,62,2,Afternoon,??,7,1,Yes,,Unknown
761,21,236,,8,21,,Evening,South Hub,-1,1,Yes,UPI,Cancelled
762,42,856,4,8,69,1,Afternoon,South Hub,4,2,,Crypto?,Unknown
763,11,793,18,5,124,1,Evening,Unknown,5,3,No,Unknown,Unknown
764,50,1300,6,9,148,1,??,East Hub,3,1,Unknown,Card,Delivered
765,17,1383,3,1,95,,Late Night,Unknown,-1,-2,,UPI,Delivered
766,44,147,11,4,78,,,??,4,10,Yes,,Delivered
767,46,104,15,3,4,,Evening,Unknown,5,5,Unknown,Card,Delivered
768,13,672,5,2,59,,??,,1,2,Yes,Crypto?,Delivered
769,54,713,,8,119,,Evening,East Hub,2,5,Yes,UPI,Delivered
770,31,807,10,9,45,2,Late Night,North Hub,-1,,,Card,Cancelled
771,-10,455,12,2,133,,Evening,Unknown,2,1,Yes,UPI,Unknown
772,6,118,15,14,55,,??,??,5,4,Unknown,UPI,Delivered
773,9,1385,17,14,109,,??,West Hub,10,-2,No,,Cancelled
774,33,1362,10,4,103,,Morning,West Hub,3,2,,Unknown,Unknown
775,41,1835,6,6,76,1,Late Night,West Hub,,5,Unknown,,Delivered
776,42,1621,18,11,145,,Morning,Central Hub,4,1,,UPI,Delivered
777,23,800,13,3,1,2,Late Night,South Hub,7,4,Yes,Card,Cancelled
778,12,1221,3,8,7,2,Evening,East Hub,3,4,Yes,Crypto?,Unknown
779,52,1540,10,3,74,2,??,West Hub,,,Unknown,,Delivered
780,49,1812,14,14,124,0,Morning,North Hub,-1,-2,Unknown,Unknown,Unknown
781,5,1317,6,13,37,1,Evening,West Hub,1,3,No,UPI,Cancelled
782,26,1564,3,13,26,,??,,3,-2,Unknown,Crypto?,Delivered
783,56,1922,16,2,19,0,Late Night,South Hub,2,,Unknown,,Unknown
784,21,1007,7,13,139,,??,??,10,8,,,Cancelled
785,11,1580,,6,42,0,Evening,South Hub,7,2,Yes,,Cancelled
786,29,414,14,0,30,0,Morning,Unknown,2,,Unknown,,Delivered
787,49,531,9,2,90,2,Morning,??,,,No,Crypto?,Unknown
788,8,250,15,8,60,2,??,??,3,2,Unknown,Card,Delivered
789,40,203,-5,50,108,0,Evening,Unknown,10,2,Yes,Unknown,Delivered
790,10,1523,3,2,90,2,Afternoon,East Hub,3,2,Unknown,Unknown,Unknown
791,35,1574,2,10,94,0,Late Night,Unknown,-1,1,,UPI,Unknown
792,23,122,2,0,142,1,Late Night,Central Hub,1,5,Yes,COD,Unknown
793,48,762,3,6,143,2,Evening,??,5,10,Unknown,Card,Cancelled
794,58,345,18,2,12,2,Afternoon,??,3,2,,UPI,Cancelled
795,43,1090,14,2,112,2,Morning,Unknown,,5,Yes,UPI,Unknown
796,31,1714,,13,34,1,,East Hub,2,10,Unknown,,Cancelled
797,14,1290,18,,148,0,,West Hub,-1,5,,COD,Delivered
798,30,110,10,2,47,,Evening,,,2,No,COD,Unknown
799,23,988,2,7,34,2,Afternoon,North Hub,7,3,,Card,Delivered
800,43,1689,1,3,85,0,Afternoon,East Hub,5,,No,COD,Unknown
801,7,91,4,8,-20,1,Late Night,Central Hub,-1,5,Unknown,UPI,Delivered
802,49,74,14,14,113,,Morning,East Hub,1,4,,COD,Unknown
803,17,1112,1,7,99,2,??,South Hub,5,4,No,COD,Delivered
804,54,1876,14,7,98,1,Afternoon,West Hub,,5,Yes,Unknown,Unknown
805,32,180,16,1,2,1,??,West Hub,7,2,,UPI,Unknown
806,-10,1571,14,50,84,,,??,4,-2,Unknown,Crypto?,Cancelled
807,24,1302,,9,124,0,??,West Hub,1,2,Yes,COD,Delivered
808,32,157,3,13,137,2,Morning,West Hub,10,2,No,COD,Cancelled
809,12,221,3,50,82,2,Morning,Unknown,4,-2,,,Delivered
810,45,1508,9,10,24,0,??,West Hub,3,3,,COD,Cancelled
811,43,1551,6,10,67,0,Evening,West Hub,7,8,Unknown,COD,Unknown
812,5,151,13,4,60,0,Afternoon,North Hub,2,4,Yes,Unknown,Cancelled
813,7,915,-5,8,28,,Evening,Central Hub,10,,,UPI,Cancelled
814,17,573,2,-3,126,,??,??,,4,,Card,Unknown
815,32,324,8,14,18,2,Afternoon,Unknown,7,8,Yes,UPI,Cancelled
816,120,1686,-5,-3,73,,Late Night,West Hub,5,1,,,Unknown
817,53,1117,2,14,60,1,Evening,??,-1,3,Yes,UPI,Delivered
818,29,866,4,,19,2,Evening,Central Hub,5,3,Yes,COD,Cancelled
819,,1006,15,4,47,,??,Unknown,5,1,Yes,,Unknown
820,37,1090,4,13,86,0,,,3,,Unknown,UPI,Unknown
821,42,379,13,8,-20,1,??,West Hub,1,-2,Yes,,Cancelled
822,57,1642,12,-3,138,0,Evening,??,2,10,Yes,Card,Delivered
823,10,1896,13,12,109,2,Afternoon,East Hub,10,8,No,UPI,Cancelled
824,-10,1570,14,14,27,0,,Unknown,1,10,No,Crypto?,Unknown
825,48,1888,,2,58,,??,Unknown,7,,Unknown,COD,Delivered
826,49,61,18,-3,132,,??,??,5,-2,Yes,,Cancelled
827,36,1391,6,2,50,2,Evening,West Hub,3,3,No,Crypto?,Unknown
828,49,1665,11,11,148,0,Evening,South Hub,7,-2,No,Crypto?,Cancelled
829,51,265,2,9,11,2,Late Night,North Hub,-1,4,,Unknown,Delivered
830,25,388,19,12,49,0,??,East Hub,2,8,Yes,,Delivered
831,20,1849,19,50,131,1,Evening,East Hub,10,-2,No,Crypto?,Delivered
832,58,710,5,,112,,Morning,South Hub,-1,2,Unknown,Unknown,Delivered
833,25,1154,19,50,13,2,,West Hub,3,2,,Crypto?,Delivered
834,15,1800,2,-3,31,1,Morning,Unknown,2,-2,,COD,Cancelled
835,41,1558,10,6,138,1,,Unknown,7,3,Yes,Card,Delivered
836,40,423,2,50,145,2,??,North Hub,5,-2,Yes,Unknown,Delivered
837,39,1025,11,-3,54,2,Late Night,East Hub,5,5,,Card,Unknown
838,23,759,18,8,119,1,Evening,North Hub,5,,Unknown,,Delivered
839,24,1273,15,9,74,0,Evening,East Hub,4,2,Yes,COD,Unknown
840,120,1610,9,6,20,1,Evening,West Hub,5,10,Yes,Unknown,Unknown
841,22,515,19,5,132,2,??,,4,-2,,,Unknown
842,51,1162,9,12,86,1,,East Hub,,2,,Crypto?,Cancelled
843,45,1341,3,11,58,0,Evening,,4,,Yes,UPI,Cancelled
844,53,1728,-5,1,88,,Morning,East Hub,2,,No,,Unknown
845,18,1644,9,11,149,,Evening,Unknown,-1,10,Yes,Card,Cancelled
846,19,1995,14,9,82,1,??,Central Hub,2,5,No,COD,Delivered
847,35,538,19,2,64,0,Late Night,West Hub,-1,-2,,COD,Cancelled
848,5,1950,7,12,63,,Morning,South Hub,,1,No,,Delivered
849,57,1611,16,4,70,1,Evening,,-1,-2,Unknown,Crypto?,Delivered
850,58,96,16,4,3,1,Evening,South Hub,-1,8,,UPI,Cancelled
851,58,1361,1,-3,142,0,Afternoon,West Hub,3,4,Yes,Card,Cancelled
852,7,827,4,,103,2,,??,1,3,Yes,,Unknown
853,20,1089,4,13,149,1,Morning,South Hub,1,,,,Cancelled
854,27,760,7,50,92,2,Afternoon,West Hub,3,1,,COD,Cancelled
855,120,450,8,6,141,2,Late Night,Unknown,5,3,Unknown,Card,Cancelled
856,15,1992,17,0,147,,,South Hub,3,2,,UPI,Delivered
857,16,1867,5,12,111,2,Morning,,-1,-2,Yes,COD,Delivered
858,14,1030,7,5,118,0,Evening,Central Hub,-1,3,Unknown,,Delivered
859,36,1159,,50,58,,Morning,South Hub,3,2,Yes,COD,Unknown
860,20,299,,1,42,,Evening,,3,4,No,COD,Unknown
861,12,440,4,10,11,,,East Hub,5,2,,Unknown,Unknown
862,42,1855,6,,39,1,Evening,West Hub,2,1,No,COD,Delivered
863,16,384,7,11,117,1,Late Night,North Hub,,,Yes,Crypto?,Cancelled
864,28,678,18,13,19,2,??,??,7,10,No,COD,Unknown
865,32,1592,5,5,130,,Evening,Unknown,-1,2,No,Crypto?,Unknown
866,57,186,,1,89,,Late Night,North Hub,,-2,Yes,Card,Delivered
867,12,932,3,12,93,0,??,Unknown,3,3,Yes,COD,Unknown
868,-10,737,7,11,12,2,,West Hub,5,10,,UPI,Cancelled
869,32,1913,14,50,65,0,,Unknown,4,10,No,Crypto?,Delivered
870,40,1571,7,4,36,2,Morning,Central Hub,5,3,Unknown,Crypto?,Delivered
871,30,876,5,,65,2,Late Night,South Hub,10,3,Unknown,,Cancelled
872,12,776,5,9,35,1,Late Night,Central Hub,10,,Yes,Card,Cancelled
873,-10,1550,2,12,25,1,Afternoon,North Hub,,1,Yes,COD,Cancelled
874,54,643,-5,5,74,0,Afternoon,??,1,4,No,UPI,Unknown
875,32,1296,6,10,107,2,??,,10,1,Yes,,Cancelled
876,32,1039,15,50,42,,??,??,10,3,Unknown,Card,Delivered
877,41,421,-5,5,149,1,Afternoon,West Hub,2,-2,,Crypto?,Cancelled
878,45,984,10,0,147,,??,West Hub,4,5,,UPI,Delivered
879,40,1044,7,7,7,0,Evening,Central Hub,2,5,No,COD,Delivered
880,31,451,5,9,28,1,Afternoon,,4,4,,Unknown,Unknown
881,58,1516,1,3,39,1,Late Night,Central Hub,7,3,Yes,Unknown,Cancelled
882,21,1563,13,,127,2,Evening,South Hub,-1,5,Yes,Card,Unknown
883,13,664,-5,0,83,0,??,East Hub,10,4,Yes,UPI,Cancelled
884,37,1346,18,-3,115,2,,,-1,10,Yes,,Cancelled
885,57,1599,13,14,143,1,Morning,East Hub,10,4,No,UPI,Cancelled
886,24,1232,-5,3,61,0,Afternoon,??,2,10,,Crypto?,Cancelled
887,17,1225,-5,12,6,1,,South Hub,7,,Unknown,Unknown,Cancelled
888,32,1044,18,9,44,0,??,Unknown,2,5,,Card,Delivered
889,52,669,5,7,87,1,Late Night,Unknown,2,4,Yes,COD,Delivered
890,33,237,13,9,72,,Morning,East Hub,4,4,Unknown,UPI,Cancelled
891,17,1886,4,13,36,,,North Hub,1,4,No,Unknown,Delivered
892,50,1171,17,-3,118,2,Morning,??,5,-2,Yes,,Unknown
893,39,180,3,5,56,,Afternoon,East Hub,,4,Yes,Card,Unknown
894,10,854,17,13,7,1,??,South Hub,-1,-2,Unknown,COD,Unknown
895,22,1244,11,4,94,1,Late Night,East Hub,10,,No,UPI,Cancelled
896,55,985,-5,2,116,,??,West Hub,2,8,Unknown,,Cancelled
897,9,1035,,0,109,2,Morning,Central Hub,1,3,No,COD,Delivered
898,51,232,-5,9,19,,,North Hub,2,10,Yes,Crypto?,Delivered
899,29,1032,4,9,123,0,Afternoon,West Hub,7,3,,Unknown,Delivered
900,6,413,2,6,52,0,Afternoon,West Hub,4,1,Yes,Crypto?,Unknown
901,14,88,,11,118,0,??,South Hub,5,5,,Unknown,Unknown
902,,1600,16,1,11,,,Central Hub,7,2,,,Unknown
903,34,1961,18,4,16,,,Central Hub,3,,No,Crypto?,Unknown
904,54,546,8,13,63,,Morning,,2,-2,Unknown,Unknown,Delivered
905,49,1589,3,13,41,0,??,??,7,1,No,Card,Cancelled
906,9,1422,9,13,93,2,??,North Hub,5,4,Yes,,Cancelled
907,59,1031,,2,146,1,Evening,??,1,1,Unknown,Unknown,Unknown
908,,970,6,9,10,,??,South Hub,1,1,,UPI,Cancelled
909,37,1470,10,8,97,2,Afternoon,North Hub,-1,10,,Unknown,Cancelled
910,58,771,-5,7,70,1,Morning,,5,2,Yes,Crypto?,Cancelled
911,5,1234,10,4,107,1,,East Hub,1,1,Unknown,Card,Unknown
912,22,65,13,-3,57,1,??,West Hub,7,10,Yes,COD,Delivered
913,36,542,17,3,33,2,Morning,North Hub,-1,4,Yes,COD,Delivered
914,51,1499,9,6,19,2,??,??,1,3,No,Unknown,Cancelled
915,53,1181,17,12,49,0,,West Hub,4,4,Yes,COD,Delivered
916,15,943,9,12,101,2,Late Night,South Hub,3,5,Unknown,Unknown,Delivered
917,25,1523,9,8,137,2,,??,5,1,Yes,Card,Unknown
918,30,360,1,1,51,2,,East Hub,7,1,Unknown,COD,Unknown
919,29,788,2,4,14,1,,South Hub,10,3,,Crypto?,Cancelled
920,26,1243,16,11,83,,??,Unknown,2,,Yes,Crypto?,Cancelled
921,31,595,1,3,130,0,Evening,East Hub,7,1,Unknown,UPI,Cancelled
922,53,463,10,13,36,,,East Hub,1,2,,Unknown,Unknown
923,17,300,18,50,125,,Afternoon,West Hub,7,8,Unknown,COD,Delivered
924,37,808,8,10,39,2,Afternoon,South Hub,10,1,,Crypto?,Unknown
925,38,1854,-5,12,71,0,Morning,South Hub,2,8,No,Card,Unknown
926,45,1214,11,,39,,Evening,North Hub,-1,4,Yes,Card,Delivered
927,39,1347,2,10,55,,Morning,??,1,,Yes,UPI,Delivered
928,5,1489,8,14,,0,Afternoon,Unknown,,10,,Card,Cancelled
929,25,1681,8,13,103,2,Afternoon,South Hub,1,-2,No,Card,Delivered
930,52,1812,17,5,138,,Late Night,North Hub,3,,Unknown,COD,Delivered
931,59,1964,15,6,109,1,,Unknown,,-2,No,Unknown,Delivered
932,10,1112,17,2,135,,Afternoon,Central Hub,3,4,Unknown,,Delivered
933,32,863,13,50,92,1,??,Central Hub,10,,Unknown,Card,Cancelled
934,21,78,19,4,93,2,??,Unknown,5,10,Yes,Card,Cancelled
935,9,1007,5,14,55,,Morning,Central Hub,2,-2,,,Delivered
936,35,526,12,10,59,0,Morning,,4,3,Yes,Card,Delivered
937,9,367,1,3,137,0,,South Hub,-1,2,Yes,COD,Cancelled
938,42,294,5,3,38,,,,4,,Yes,COD,Cancelled
939,7,797,8,,27,2,Late Night,??,10,4,Unknown,,Delivered
940,57,746,13,6,48,2,Evening,South Hub,5,1,Yes,Crypto?,Unknown
941,27,321,8,50,124,0,Morning,North Hub,1,10,Unknown,Card,Cancelled
942,41,1513,11,12,12,,,,7,-2,,Crypto?,Cancelled
943,57,1821,1,11,35,2,Morning,,3,-2,Unknown,Card,Cancelled
944,41,1312,13,4,100,0,,??,10,2,Unknown,Unknown,Delivered
945,14,426,19,6,25,1,Afternoon,,3,-2,No,Card,Delivered
946,14,315,3,1,85,,Morning,East Hub,1,8,Yes,COD,Cancelled
947,23,975,17,0,3,1,Afternoon,North Hub,5,5,Yes,UPI,Delivered
948,21,970,5,,81,1,Morning,Central Hub,2,8,Yes,UPI,Delivered
949,25,1432,,50,126,2,Evening,North Hub,4,-2,Yes,UPI,Cancelled
950,18,389,-5,8,87,2,Late Night,East Hub,1,10,No,UPI,Delivered
951,13,438,8,12,126,2,??,??,-1,,No,Crypto?,Unknown
952,50,626,14,10,119,,??,??,,4,No,Crypto?,Delivered
953,5,1762,4,,21,1,??,South Hub,10,1,No,Card,Delivered
954,55,52,11,9,129,,Afternoon,North Hub,4,,Yes,Crypto?,Cancelled
955,49,1502,,2,30,2,,Unknown,-1,3,Unknown,Card,Cancelled
956,17,1215,15,5,118,1,??,Unknown,2,,,Unknown,Unknown
957,8,425,19,6,10,,Evening,??,-1,,No,Card,Delivered
958,5,1743,7,7,45,,??,,5,4,Unknown,UPI,Unknown
959,53,373,19,1,95,0,Morning,??,,2,No,,Unknown
960,44,195,19,7,9,,Afternoon,??,3,-2,Yes,,Cancelled
961,36,342,11,12,127,2,Morning,??,4,2,Yes,COD,Delivered
962,38,1738,5,0,-20,,Morning,??,,3,Unknown,COD,Cancelled
963,32,481,5,0,98,1,Morning,Unknown,7,1,Unknown,Card,Unknown
964,35,754,8,11,111,,Late Night,Unknown,1,8,Unknown,,Unknown
965,12,998,10,4,59,0,Late Night,Central Hub,7,1,Yes,UPI,Cancelled
966,43,634,6,13,86,1,,Central Hub,1,-2,Yes,Crypto?,Cancelled
967,30,448,15,7,144,1,Afternoon,South Hub,5,1,,UPI,Cancelled
968,-10,866,16,4,64,0,Evening,??,,5,Unknown,UPI,Cancelled
969,38,1962,17,,56,2,Evening,Unknown,2,8,,Card,Cancelled
970,58,1417,8,9,105,1,Evening,North Hub,-1,3,No,Card,Unknown
971,58,1013,8,11,8,2,Morning,East Hub,,-2,,Unknown,Cancelled
972,7,1213,9,8,21,1,Late Night,South Hub,7,10,No,UPI,Delivered
973,54,236,2,1,140,1,Afternoon,Unknown,10,3,No,UPI,Unknown
974,16,1878,15,8,88,2,Morning,North Hub,1,5,,Card,Unknown
975,5,110,18,13,17,1,Late Night,??,10,8,Unknown,Card,Delivered
976,58,988,3,4,114,2,Late Night,West Hub,4,4,No,Unknown,Delivered
977,48,1453,17,8,144,0,??,??,10,5,Unknown,Unknown,Unknown
978,9,759,4,3,142,2,??,Central Hub,,3,Yes,COD,Cancelled
979,34,856,4,9,105,0,Afternoon,East Hub,-1,-2,No,,Unknown
980,34,1513,14,2,14,1,Afternoon,Unknown,4,-2,Yes,UPI,Unknown
981,120,1392,9,2,62,2,Afternoon,Unknown,2,8,,UPI,Delivered
982,21,1375,9,13,12,1,Morning,,2,2,Unknown,Unknown,Unknown
983,52,1417,18,,80,2,,East Hub,5,8,,Unknown,Cancelled
984,51,60,10,12,31,0,Afternoon,,-1,8,No,COD,Delivered
985,27,1135,-5,4,136,0,??,East Hub,3,5,Yes,,Unknown
986,19,1918,4,8,39,2,,Central Hub,10,-2,No,COD,Unknown
987,41,275,12,9,147,0,Morning,,4,3,,,Cancelled
988,25,1226,8,5,81,1,,North Hub,,4,Unknown,Crypto?,Unknown
989,18,1784,2,-3,76,1,Evening,,,1,Unknown,UPI,Unknown
990,6,613,13,11,75,,,South Hub,3,,No,COD,Unknown
991,15,821,-5,,37,0,Afternoon,North Hub,5,4,No,Unknown,Unknown
992,55,1644,16,9,70,1,Morning,South Hub,3,1,Yes,COD,Cancelled
993,43,1657,2,50,47,2,Afternoon,??,1,2,,Crypto?,Unknown
994,42,1733,11,12,17,0,??,East Hub,7,3,No,COD,Unknown
995,38,1934,10,7,143,1,Evening,North Hub,4,-2,Yes,UPI,Unknown
996,42,1648,15,10,38,0,??,East Hub,7,10,No,Crypto?,Delivered
997,54,1383,17,10,88,2,Afternoon,??,3,8,Unknown,Unknown,Cancelled
998,38,934,8,13,61,1,Afternoon,West Hub,5,4,Yes,Unknown,Delivered
999,22,1316,18,11,140,,Afternoon,Unknown,5,1,Yes,Card,Delivered
1000,34,1566,9,13,108,,Late Night,East Hub,2,10,No,Crypto?,Cancelled
